,name,company,year,Price,kms_driven,fuel_type
3952,Maruti Suzuki Swift,Maruti,2014,260000,120000,Diesel
3953,Hyundai Creta 1.6,Hyundai,2019,1200000,0,Petrol
3954,Hyundai Santro Xing,Hyundai,2007,115000,46000,Petrol
3955,Hyundai Santro Xing,Hyundai,2009,88000,43200,Petrol
3956,Mahindra Xylo D2,Mahindra,2011,390000,56000,Diesel
3957,Hyundai Santro Xing,Hyundai,2007,135000,42000,Petrol
3958,Tata Indica V2,Tata,2009,90000,30600,Diesel
3959,Hyundai i10 Sportz,Hyundai,2011,220000,38000,Petrol
3960,Hyundai Grand i10,Hyundai,2017,424999,2550,Petrol
3961,Hyundai Santro Xing,Hyundai,2007,135000,47000,Petrol
3962,Honda City 1.5,Honda,2005,95000,41000,Petrol
3963,Nissan Micra XL,Nissan,2017,430000,62500,Diesel
3964,Honda City 1.5,Honda,2005,115000,68000,Petrol
3965,Maruti Suzuki Alto,Maruti,2015,215000,50000,Petrol
3966,Maruti Suzuki Wagon,Maruti,2004,53000,69000,Petrol
3967,Maruti Suzuki Ertiga,Maruti,2012,500000,48000,Diesel
3968,Tata Indica eV2,Tata,2012,85000,55000,Diesel
3969,Maruti Suzuki Omni,Maruti,2013,165000,25000,Petrol
3970,Hyundai Eon Era,Hyundai,2014,200000,28400,Petrol
3971,Hyundai Eon,Hyundai,2014,200000,28000,Petrol
3972,Maruti Suzuki Swift,Maruti,2015,425000,42000,Diesel
3973,Hyundai Verna 1.6,Hyundai,2012,600000,29000,Diesel
3974,Chevrolet Tavera LS,Chevrolet,2005,130000,68485,Diesel
3975,Tata Tiago Revotron,Tata,2018,430000,3500,Petrol
3976,Tata Tiago Revotorq,Tata,2019,568500,0,Petrol
3977,Maruti Suzuki Zen,Maruti,2006,71000,32000,Petrol
3978,Mahindra KUV100 K8,Mahindra,2018,560000,8000,Diesel
3979,Ford EcoSport Titanium,Ford,2014,590000,34000,Diesel
3980,Hindustan Motors Ambassador,Hindustan,1995,750000,37000,Petrol
3981,Ford Fusion 1.4,Ford,2007,125000,85455,Diesel
3982,Hyundai Santro Xing,Hyundai,2007,135000,46000,Petrol
3983,Hyundai Santro,Hyundai,2002,60000,47000,Petrol
3984,Fiat Linea Emotion,Fiat,2009,120000,64000,Petrol
3985,Ford Ikon 1.3,Ford,2008,95000,46000,Petrol
3986,Maruti Suzuki Omni,Maruti,2017,240000,8000,Petrol
3987,Tata Indica V2,Tata,2012,115000,64000,Diesel
3988,Mahindra Scorpio S4,Mahindra,2015,795000,63000,Diesel
3989,Hyundai Santro Xing,Hyundai,2007,55000,65000,Petrol
3990,Mahindra Xylo D2,Mahindra,2009,300000,62000,Diesel
3991,Hyundai Grand i10,Hyundai,2014,320000,41000,Petrol
3992,Maruti Suzuki Alto,Maruti,2015,265000,14000,Petrol
3993,Toyota Corolla,Toyota,2006,160000,40000,Petrol
3994,Hyundai Eon Magna,Hyundai,2017,300000,1600,Petrol
3995,Tata Sumo Grande,Tata,2010,130000,90000,Diesel
3996,Maruti Suzuki Swift,Maruti,2011,250000,58000,Diesel
3997,Volkswagen Polo Highline1.2L,Volkswagen,2013,380000,27000,Petrol
3998,Maruti Suzuki Alto,Maruti,2003,42000,60000,Petrol
3999,Tata Tiago Revotron,Tata,2017,400000,31000,Petrol
4000,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
4001,Maruti Suzuki Swift,Maruti,2009,120000,90000,Diesel
4002,Tata Indigo eCS,Tata,2016,130000,150000,Diesel
4003,Chevrolet Beat LS,Chevrolet,2014,189000,31000,Diesel
4004,Mahindra Xylo E8,Mahindra,2011,365000,43000,Diesel
4005,Hyundai Eon D,Hyundai,2013,170000,20000,Petrol
4006,Tata Sumo Gold,Tata,2013,215000,100000,Petrol
4007,Tata Nano,Tata,2013,60000,7000,Petrol
4008,Hyundai Elite i20,Hyundai,2017,599999,31000,Petrol
4009,Hyundai i10 Magna,Hyundai,2009,400000,33000,Petrol
4010,Hyundai Creta,Hyundai,2016,900000,60000,Diesel
4011,Volkswagen Polo,Volkswagen,2013,299999,48000,Diesel
4012,Maruti Suzuki Dzire,Maruti,2014,374999,33000,Petrol
4013,Tata Bolt XM,Tata,2015,600000,15000,Petrol
4014,Maruti Suzuki Alto,Maruti,2005,70000,47000,Petrol
4015,Maruti Suzuki Alto,Maruti,2005,100000,40000,Petrol
4016,Maruti Suzuki Ritz,Maruti,2010,150000,38000,Diesel
4017,Maruti Suzuki Alto,Maruti,2017,225000,12500,Petrol
4018,Maruti Suzuki Dzire,Maruti,2009,210000,42000,Petrol
4019,Hyundai i20 Asta,Hyundai,2014,425000,31000,Petrol
4020,Maruti Suzuki Swift,Maruti,2008,162000,60000,Diesel
4021,Tata Indica V2,Tata,2005,60000,80000,Diesel
4022,Mahindra Scorpio VLX,Mahindra,2014,650000,77000,Diesel
4023,Toyota Innova 2.5,Toyota,2012,750000,75000,Diesel
4024,Mahindra Xylo E8,Mahindra,2010,375000,40000,Diesel
4025,Hyundai i20 Magna,Hyundai,2011,230000,47000,Petrol
4026,Maruti Suzuki Omni,Maruti,2000,35999,60000,Petrol
4027,Mahindra KUV100,Mahindra,2016,380000,26500,Petrol
4028,Mahindra KUV100 K8,Mahindra,2019,560000,2875,Petrol
4029,Datsun Go Plus,Datsun,2016,285000,13900,Petrol
4030,Ford Endeavor 4x4,Ford,2019,2900000,9000,Diesel
4031,Tata Indica V2,Tata,2005,39999,80000,Diesel
4032,Hyundai Santro Xing,Hyundai,2006,85000,60000,Petrol
4033,Maruti Suzuki Wagon,Maruti,2016,395000,20000,Petrol
4034,Maruti Suzuki Swift,Maruti,2008,175000,58000,Diesel
4035,Maruti Suzuki Alto,Maruti,2019,400000,1500,Petrol
4036,Toyota Innova 2.5,Toyota,2011,750000,75000,Diesel
4037,Maruti Suzuki Alto,Maruti,2016,250000,2450,Petrol
4038,Maruti Suzuki Alto,Maruti,2019,425000,1625,Petrol
4039,Volkswagen Polo Highline1.2L,Volkswagen,2017,525000,45000,Petrol
4040,Mahindra Logan,Mahindra,2009,130000,65000,Diesel
4041,Maruti Suzuki 800,Maruti,2000,30000,33400,Petrol
4042,Mahindra Scorpio,Mahindra,2011,475000,60123,Diesel
4043,Chevrolet Sail 1.2,Chevrolet,2013,300000,28000,Petrol
4044,Hyundai Santro AE,Hyundai,2003,60000,70000,Petrol
4045,Maruti Suzuki Wagon,Maruti,2006,100000,7000,Petrol
4046,Hyundai Eon,Hyundai,2018,260000,25000,Petrol
4047,Tata Manza,Tata,2015,100000,100000,Diesel
4048,Toyota Etios G,Toyota,2013,265000,42000,Petrol
4049,Hyundai Getz Prime,Hyundai,2009,115000,20000,Petrol
4050,Toyota Qualis,Toyota,2003,180000,100000,Diesel
4051,Hyundai Santro Xing,Hyundai,2004,45000,137495,Petrol
4052,Tata Indica eV2,Tata,2016,50500,91200,Diesel
4053,Honda City 1.5,Honda,2009,270000,55000,Petrol
4054,Tata Zest XE,Tata,2017,290000,120000,Diesel
4055,Mahindra Quanto C4,Mahindra,2013,325000,63000,Diesel
4056,Tata Indigo eCS,Tata,2016,160000,104000,Diesel
4057,Maruti Suzuki Swift,Maruti,2016,350000,146000,Diesel
4058,Hyundai Elite i20,Hyundai,2011,290000,40000,Petrol
4059,Hyundai i20 Select,Hyundai,2011,290000,40000,Petrol
4060,Chevrolet Tavera Neo,Chevrolet,2007,465000,100800,Diesel
4061,Maruti Suzuki Dzire,Maruti,2016,325000,150000,Diesel
4062,Hyundai Elite i20,Hyundai,2018,510000,2100,Petrol
4063,Honda City VX,Honda,2016,860000,95000,Petrol
4064,Maruti Suzuki Dzire,Maruti,2016,450000,2500,Diesel
4065,Hyundai Getz,Hyundai,2006,125000,80000,Petrol
4066,Mercedes Benz C,Mercedes,2006,500001,15000,Petrol
4067,Maruti Suzuki Alto,Maruti,2005,95000,65000,Petrol
4068,Maruti Suzuki Swift,Maruti,2009,250000,51000,Diesel
4069,Skoda Fabia,Skoda,2009,110000,45000,Petrol
4070,Maruti Suzuki Ritz,Maruti,2011,270000,50000,Petrol
4071,Tata Indica V2,Tata,2009,110000,30000,Diesel
4072,Toyota Corolla Altis,Toyota,2009,300000,132000,Petrol
4073,Tata Zest XM,Tata,2018,260000,27000,Diesel
4074,Mahindra Quanto C8,Mahindra,2013,390000,40000,Diesel
4075,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
4076,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
4077,Hyundai Grand i10,Hyundai,2014,325000,28000,Petrol
4078,Ford EcoSport Titanium,Ford,2014,575000,36000,Diesel
4079,Ford Figo,Ford,2012,175000,41000,Diesel
4080,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
4081,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
4082,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
4083,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
4084,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
4085,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
4086,Mahindra Scorpio SLE,Mahindra,2015,320000,48660,Diesel
4087,Hyundai Santro Xing,Hyundai,2007,80000,45000,Petrol
4088,Mahindra Jeep CL550,Mahindra,2006,425000,40,Diesel
4089,Audi A8,Audi,2017,1000000,4000,Petrol
4090,Audi Q7,Audi,2014,500000,16934,Diesel
4091,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
4092,Maruti Suzuki Alto,Maruti,2014,160000,35550,Petrol
4093,Mahindra Scorpio S10,Mahindra,2016,350000,43000,Diesel
4094,Mahindra Scorpio S10,Mahindra,2016,310000,39522,Diesel
4095,Maruti Suzuki Alto,Maruti,2015,75000,39000,Petrol
4096,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
4097,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
4098,Hyundai i20 Sportz,Hyundai,2012,100000,55000,Petrol
4099,Maruti Suzuki Alto,Maruti,2017,190000,72000,Petrol
4100,Maruti Suzuki Vitara,Maruti,2016,290000,15975,Diesel
4101,Maruti Suzuki Alto,Maruti,2008,95000,70000,Petrol
4102,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
4103,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
4104,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
4105,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
4106,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
4107,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
4108,Toyota Innova 2.0,Toyota,2012,650000,82000,Diesel
4109,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
4110,Skoda Yeti Ambition,Skoda,2012,448000,68000,Diesel
4111,Maruti Suzuki Baleno,Maruti,2017,549000,32000,Diesel
4112,Renault Duster 110,Renault,2012,501000,38000,Diesel
4113,Renault Duster 85,Renault,2013,489999,27000,Diesel
4114,Honda City 1.5,Honda,2011,280000,33000,Petrol
4115,Maruti Suzuki Alto,Maruti,2015,250000,60000,Petrol
4116,Maruti Suzuki Dzire,Maruti,2013,349999,46000,Diesel
4117,Honda Amaze,Honda,2013,284999,46000,Diesel
4118,Honda Amaze 1.5,Honda,2015,345000,36000,Diesel
4119,Honda City,Honda,2015,499999,55000,Petrol
4120,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
4121,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
4122,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
4123,Mahindra Bolero DI,Mahindra,2017,180000,23452,Diesel
4124,Maruti Suzuki Swift,Maruti,2014,385000,35522,Diesel
4125,Mahindra Scorpio S10,Mahindra,2015,250000,48508,Diesel
4126,Maruti Suzuki Swift,Maruti,2017,180000,15487,Petrol
4127,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
4128,Maruti Suzuki Wagon,Maruti,2013,105000,39000,Petrol
4129,Mahindra Scorpio S10,Mahindra,2015,395000,35000,Diesel
4130,Maruti Suzuki Swift,Maruti,2017,220000,30874,Petrol
4131,Honda City ZX,Honda,2017,170000,15000,Diesel
4132,Maruti Suzuki Wagon,Maruti,2013,85000,29685,Petrol
4133,Ford Figo,Ford,2012,175000,41000,Diesel
4134,Hyundai Eon,Hyundai,2013,190000,25000,Petrol
4135,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
4136,Ford EcoSport Ambiente,Ford,2016,830000,24530,Diesel
4137,Tata Indigo eCS,Tata,2017,200000,130000,Diesel
4138,Mahindra Scorpio SLE,Mahindra,2012,570000,19000,Diesel
4139,Volkswagen Polo Highline,Volkswagen,2014,315000,60000,Petrol
4140,Skoda Fabia Classic,Skoda,2010,182000,60000,Petrol
4141,Maruti Suzuki Stingray,Maruti,2015,315000,30000,Petrol
4142,Chevrolet Spark LS,Chevrolet,2010,110000,41000,Petrol
4143,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
4144,Honda City,Honda,2015,448999,54000,Petrol
4145,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4146,Datsun Redi GO,Datsun,2017,235000,16000,Petrol
4147,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
4148,Honda Amaze,Honda,2015,344999,22000,Petrol
4149,Honda Amaze,Honda,2015,344999,22000,Petrol
4150,Renault Duster,Renault,2014,449999,50000,Diesel
4151,Mini Cooper S,Mini,2013,1891111,13500,Petrol
4152,Mahindra Scorpio S4,Mahindra,2015,865000,30000,Diesel
4153,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
4154,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
4155,Ford EcoSport,Ford,2017,489999,39000,Petrol
4156,Honda Brio,Honda,2012,224999,30000,Petrol
4157,Volkswagen Vento Highline,Volkswagen,2019,1200000,3600,Diesel
4158,Hyundai i20 Magna,Hyundai,2009,195000,32000,Petrol
4159,Toyota Corolla Altis,Toyota,2010,351000,38000,Diesel
4160,Hyundai Verna Transform,Hyundai,2008,160000,45000,Petrol
4161,Toyota Corolla Altis,Toyota,2009,240000,35000,Petrol
4162,Honda City 1.5,Honda,2005,90000,50000,Petrol
4163,Hyundai Elite i20,Hyundai,2014,415000,32000,Petrol
4164,Skoda Fabia 1.2L,Skoda,2011,155000,45863,Diesel
4165,BMW 3 Series,BMW,2011,600000,60500,Petrol
4166,Maruti Suzuki A,Maruti,2011,189500,12500,Petrol
4167,Toyota Etios GD,Toyota,2013,350000,60000,Diesel
4168,Ford Figo Diesel,Ford,2012,210000,35000,Diesel
4169,Maruti Suzuki Swift,Maruti,2014,390000,35000,Petrol
4170,Chevrolet Beat LT,Chevrolet,2012,135000,45000,Diesel
4171,BMW 7 Series,BMW,2009,1600000,35000,Petrol
4172,Mahindra XUV500 W8,Mahindra,2013,701000,38000,Diesel
4173,Hyundai i10 Magna,Hyundai,2014,265000,18000,Petrol
4174,Hyundai Verna Fluidic,Hyundai,2015,525000,35000,Diesel
4175,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
4176,Maruti Suzuki Ertiga,Maruti,2016,635000,29000,Petrol
4177,Ford EcoSport Titanium,Ford,2014,550000,44000,Diesel
4178,Maruti Suzuki Ertiga,Maruti,2016,575000,29000,Petrol
4179,Maruti Suzuki Ertiga,Maruti,2013,485000,42000,Diesel
4180,Maruti Suzuki Alto,Maruti,2012,155000,14000,Petrol
4181,Hyundai Grand i10,Hyundai,2014,345000,49000,Diesel
4182,Honda Amaze 1.2,Honda,2014,325000,42000,Petrol
4183,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
4184,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
4185,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
4186,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
4187,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
4188,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
4189,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
4190,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
4191,Maruti Suzuki Swift,Maruti,2013,372000,13349,Petrol
4192,Maruti Suzuki Dzire,Maruti,2015,450000,104000,Diesel
4193,Toyota Etios Liva,Toyota,2014,270000,55000,Petrol
4194,Hyundai i20 Sportz,Hyundai,2011,350000,33333,Diesel
4195,Chevrolet Spark,Chevrolet,2012,158400,33600,Petrol
4196,Maruti Suzuki Alto,Maruti,2017,350000,5600,Petrol
4197,Nissan Micra XV,Nissan,2011,179000,41000,Petrol
4198,Maruti Suzuki Swift,Maruti,2007,125000,70000,Petrol
4199,Maruti Suzuki Alto,Maruti,2018,200000,7500,Petrol
4200,Honda Amaze 1.5,Honda,2013,299000,45000,Diesel
4201,Maruti Suzuki Alto,Maruti,2015,220000,38000,Petrol
4202,Chevrolet Beat,Chevrolet,2015,150000,30000,Petrol
4203,Honda City 1.5,Honda,2010,285000,35000,Petrol
4204,Ford EcoSport Trend,Ford,2016,830000,24330,Diesel
4205,Hyundai i20 Asta,Hyundai,2009,210000,65480,Petrol
4206,Maruti Suzuki Swift,Maruti,2013,340000,41000,Petrol
4207,Tata Indica V2,Tata,2006,90000,20000,Petrol
4208,Hindustan Motors Ambassador,Hindustan,2000,70000,200000,Diesel
4209,Toyota Corolla Altis,Toyota,2010,289999,70000,Petrol
4210,Toyota Corolla Altis,Toyota,2012,349999,59000,Petrol
4211,Toyota Innova 2.5,Toyota,2012,849999,99000,Diesel
4212,Volkswagen Jetta Highline,Volkswagen,2014,749999,46000,Diesel
4213,Volkswagen Polo Comfortline,Volkswagen,2015,399999,2800,Petrol
4214,Volkswagen Polo,Volkswagen,2014,274999,32000,Petrol
4215,Mahindra Scorpio,Mahindra,2015,984999,22000,Diesel
4216,Renault Duster,Renault,2014,449999,50000,Diesel
4217,Honda Amaze,Honda,2015,344999,22000,Petrol
4218,Nissan Sunny,Nissan,2012,224999,45000,Petrol
4219,Hyundai Elite i20,Hyundai,2018,599999,21000,Petrol
4220,Renault Kwid,Renault,2016,244999,11000,Petrol
4221,Renault Duster,Renault,2013,399999,41000,Diesel
4222,Ford EcoSport,Ford,2017,489999,39000,Petrol
4223,Renault Duster,Renault,2014,474999,50000,Diesel
4224,Mahindra Scorpio VLX,Mahindra,2011,499999,66000,Diesel
4225,Maruti Suzuki Alto,Maruti,2018,310000,3000,Petrol
4226,Chevrolet Spark LT,Chevrolet,2010,85000,45000,Petrol
4227,Datsun Redi GO,Datsun,2016,245000,7000,Petrol
4228,Maruti Suzuki Swift,Maruti,2010,189500,38500,Diesel
4229,Fiat Punto Emotion,Fiat,2012,169500,37200,Diesel
4230,Maruti Suzuki Swift,Maruti,2010,159500,43200,Diesel
4231,Toyota Etios GD,Toyota,2013,275000,24800,Petrol
4232,Hyundai i20 Sportz,Hyundai,2014,370000,60000,Diesel
4233,Hyundai i10 Sportz,Hyundai,2010,168000,45872,Petrol
4234,Chevrolet Beat LT,Chevrolet,2011,150000,40000,Diesel
4235,Chevrolet Beat LS,Chevrolet,2011,145000,45000,Diesel
4236,Chevrolet Beat LT,Chevrolet,2012,98500,38000,Diesel
4237,Mahindra Scorpio VLX,Mahindra,2014,699000,50000,Diesel
4238,Tata Indigo CS,Tata,2011,85000,11400,Diesel
4239,Toyota Corolla Altis,Toyota,2015,575000,42000,Petrol
4240,Honda City 1.5,Honda,2014,549000,39000,Petrol
4241,Maruti Suzuki Swift,Maruti,2011,209000,47000,Diesel
4242,Hyundai Eon Era,Hyundai,2013,185000,27000,Petrol
4243,Mahindra Scorpio S10,Mahindra,2015,900000,97200,Diesel
4244,Mahindra XUV500,Mahindra,2014,699999,52000,Diesel
4245,Honda Brio,Honda,2012,224999,30000,Petrol
4246,Ford Fiesta,Ford,2011,274999,55000,Diesel
4247,Honda Amaze,Honda,2013,284999,46000,Diesel
4248,Honda City,Honda,2015,599999,30000,Diesel
4249,Maruti Suzuki Wagon,Maruti,2012,199999,44000,Petrol
4250,Honda City,Honda,2014,544999,45000,Diesel
4251,Hyundai i20,Hyundai,2009,199000,31000,Petrol
4252,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
4253,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
4254,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
4255,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
4256,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
4257,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4258,Hyundai Santro Xing,Hyundai,2005,49000,7500,Petrol
4259,Maruti Suzuki Ciaz,Maruti,2016,700000,3350,Petrol
4260,Maruti Suzuki Zen,Maruti,2000,55000,60000,Petrol
4261,Honda City,Honda,2015,448999,54000,Petrol
4262,Hyundai Creta 1.6,Hyundai,2017,895000,32000,Petrol
4263,Mahindra Scorpio SLX,Mahindra,2007,355000,75000,Diesel
4264,Mahindra Scorpio SLE,Mahindra,2012,565000,62000,Diesel
4265,Toyota Innova 2.5,Toyota,2006,365000,73000,Diesel
4266,Maruti Suzuki Alto,Maruti,2011,145000,41000,Petrol
4267,Maruti Suzuki Wagon,Maruti,2011,210000,35000,Petrol
4268,Tata Nano Cx,Tata,2013,40000,2200,Petrol
4269,Maruti Suzuki Alto,Maruti,2013,125000,39000,Petrol
4270,Maruti Suzuki Wagon,Maruti,2009,135000,45000,Petrol
4271,Maruti Suzuki Swift,Maruti,2006,135000,45000,Petrol
4272,Tata Sumo Victa,Tata,2012,285000,65000,Diesel
4273,Maruti Suzuki Wagon,Maruti,2010,145000,54870,Petrol
4274,Maruti Suzuki Alto,Maruti,2010,135000,34580,Petrol
4275,Volkswagen Passat Diesel,Volkswagen,2009,450000,97000,Diesel
4276,Renault Scala RxL,Renault,2015,375000,25000,Diesel
4277,Mahindra Quanto C8,Mahindra,2013,375000,20000,Diesel
4278,Hyundai Grand i10,Hyundai,2014,365000,20000,Petrol
4279,Hyundai i20 Active,Hyundai,2015,500000,18000,Petrol
4280,Mahindra Xylo E4,Mahindra,2012,400000,35000,Diesel
4281,Mahindra Jeep MM,Mahindra,2019,390000,60,Diesel
4282,Renault Duster 110PS,Renault,2012,501000,35000,Diesel
4283,Mahindra Bolero SLE,Mahindra,2013,330000,80200,Diesel
4284,Force Motors Force,Force,2015,580000,3200,Diesel
4285,Maruti Suzuki SX4,Maruti,2012,265000,46000,Diesel
4286,Mahindra Jeep CL550,Mahindra,2019,379000,0,Diesel
4287,Maruti Suzuki Alto,Maruti,2015,219000,5000,Petrol
4288,Mahindra Jeep CL550,Mahindra,2018,385000,588,Diesel
4289,Toyota Etios,Toyota,2011,275000,36000,Diesel
4290,Volkswagen Polo,Volkswagen,2015,330000,38000,Diesel
4291,Honda City ZX,Honda,2008,110000,45000,Petrol
4292,Maruti Suzuki Wagon,Maruti,2006,80000,71200,Petrol
4293,Honda City VX,Honda,2016,519000,52000,Diesel
4294,Mahindra Thar CRDe,Mahindra,2016,730000,29000,Diesel
4295,Mitsubishi Pajero Sport,Mitsubishi,2015,1475000,47000,Diesel
4296,Audi A4 1.8,Audi,2009,699000,47000,Petrol
4297,Mercedes Benz GLA,Mercedes,2015,2000000,20000,Diesel
4298,Land Rover Freelander,Land,2015,2100000,30000,Diesel
4299,Renault Kwid RXT,Renault,2017,340000,5000,Petrol
4300,Tata Aria Pleasure,Tata,2014,390000,35000,Diesel
4301,Mercedes Benz B,Mercedes,2014,1400000,31000,Petrol
4302,Datsun GO T,Datsun,2016,245000,7000,Petrol
4303,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
4304,Tata Indigo eCS,Tata,2016,320000,175400,Diesel
4305,Honda Jazz VX,Honda,2016,450000,41000,Petrol
4306,Honda Amaze 1.2,Honda,2014,311000,33000,Petrol
4307,Honda Amaze,Honda,2013,284999,46000,Diesel
4308,Honda City,Honda,2012,399999,45000,Petrol
4309,Honda City,Honda,2015,599999,39000,Diesel
4310,Honda Amaze,Honda,2015,344999,22000,Petrol
4311,Audi A4 1.8,Audi,2009,699000,47000,Petrol
4312,Force Motors Force,Force,2015,580000,3200,Diesel
4313,Mahindra Scorpio S4,Mahindra,2015,855000,30000,Diesel
4314,Hyundai i20 Active,Hyundai,2015,535000,37000,Diesel
4315,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4316,Maruti Suzuki Ciaz,Maruti,2017,699000,14000,Petrol
4317,Chevrolet Tavera Neo,Chevrolet,2013,375000,55000,Diesel
4318,Honda Amaze,Honda,2013,284999,46000,Diesel
4319,Hyundai Eon Sportz,Hyundai,2012,178000,30000,Petrol
4320,Tata Sumo Gold,Tata,2013,300000,50000,Diesel
4321,Maruti Suzuki Wagon,Maruti,2003,90000,45000,Petrol
4322,Maruti Suzuki Esteem,Maruti,2006,95000,45000,Petrol
4323,Maruti Suzuki Eeco,Maruti,2015,255000,9300,Petrol
4324,Chevrolet Enjoy 1.4,Chevrolet,2013,245000,55000,Diesel
4325,Hyundai i20 Asta,Hyundai,2012,329500,36200,Diesel
4326,Ford Figo Diesel,Ford,2014,195000,50000,Diesel
4327,Maruti Suzuki Eeco,Maruti,2015,251111,55000,Petrol
4328,Maruti Suzuki Ertiga,Maruti,2014,569999,45000,Petrol
4329,Maruti Suzuki Esteem,Maruti,2007,69999,51000,Petrol
4330,Maruti Suzuki Ritz,Maruti,2014,299999,19000,Petrol
4331,Maruti Suzuki Dzire,Maruti,2009,220000,46000,Petrol
4332,Maruti Suzuki Ritz,Maruti,2013,399999,33000,Diesel
4333,Maruti Suzuki SX4,Maruti,2010,249999,36000,Petrol
4334,Maruti Suzuki Wagon,Maruti,2015,289999,22000,Petrol
4335,Mini Cooper S,Mini,2013,1891111,13500,Petrol
4336,Nissan Terrano XL,Nissan,2015,499999,60000,Diesel
4337,Renault Duster 85,Renault,2013,489999,27000,Diesel
4338,Renault Duster 85,Renault,2014,489999,59000,Diesel
4339,Renault Duster 85,Renault,2015,549999,19000,Diesel
4340,Maruti Suzuki Dzire,Maruti,2013,380000,30000,Petrol
4341,Renault Kwid RXT,Renault,2018,325000,15000,Petrol
4342,Maruti Suzuki Maruti,Maruti,2003,57000,56758,Petrol
4343,Renault Kwid 1.0,Renault,2018,349999,10000,Petrol
4344,Renault Lodgy 85,Renault,2018,689999,20000,Diesel
4345,Renault Scala RxL,Renault,2014,349999,49000,Diesel
4346,Hyundai Grand i10,Hyundai,2014,410000,41000,Petrol
4347,Maruti Suzuki Swift,Maruti,2011,225000,45000,Petrol
4348,Chevrolet Beat LS,Chevrolet,2010,120000,43000,Petrol
4349,Tata Indigo eCS,Tata,2016,320000,175430,Diesel
4350,Hyundai Santro Xing,Hyundai,2000,59000,56450,Petrol
4351,Hyundai Fluidic Verna,Hyundai,2015,540000,38000,Diesel
4352,Chevrolet Beat LS,Chevrolet,2010,80000,56000,Petrol
4353,Mahindra Quanto C8,Mahindra,2013,340000,37000,Diesel
4354,Fiat Petra ELX,Fiat,2008,75000,65000,Petrol
4355,Chevrolet Beat LS,Chevrolet,2015,220000,32700,Petrol
4356,Skoda Fabia 1.2L,Skoda,2011,159500,38200,Diesel
4357,Ford EcoSport Titanium,Ford,2016,599000,30000,Diesel
4358,Hyundai Accent GLX,Hyundai,2006,80000,56000,Petrol
4359,Mahindra TUV300 T4,Mahindra,2016,675000,9000,Diesel
4360,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4361,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4362,Tata Indica V2,Tata,2008,150000,11000,Petrol
4363,Mini Cooper S,Mini,2013,1891111,13000,Petrol
4364,Tata Indigo CS,Tata,2009,72500,46000,Diesel
